"x1_methyladenosine_282_1_150_0","x1_methylhistamine_126_0_109_0","x2_aminoadipate_160_1_116_0","x2_deoxyuridine_229_1_113_0","x3_nitro_tyrosine_225_0_179_3","x4_pyridoxic_acid_182_1_138_0","x5_hydroxytryptophan_221_0_134_0","acetoacetate_101_0_57_0","acetylcholine_146_1_87_0","aconitate_173_0_129_0","adenosine_268_1_136_0","adenylosuccinate_462_1_79_0","adipic_acid_144_9_83_0","alanine_90_0_44_0","allantoin_157_0_114_0","alpha_ketoglutaric_acid_145_0_101_0","aminoisobutyrate_104_1_86_0","amp_346_1_134_0","anthranilate_136_0_118_0","arginine_175_1_70_0","asparagine_133_1_74_0","aspartic_acid_132_0_88_0","betaine_118_0_58_0","biotin_243_1_200_0","carnitine_163_1_85_0","choline_104_1_60_0","citraconic_acid_129_0_85_0","citrulline_174_0_131_0","creatine_132_1_90_0","creatinine_114_1_44_0","cystamine_153_0_108_0","cystathionine_221_1_134_0","cystine_239_0_97_0","cytidine_244_1_112_0","cytosine_112_0_95_0","d_ga3p_dhap_168_9_78_8","dimethylglycine_104_1_58_0","d_leucic_acid_133_1_87_0","dtmp_321_1_79_0","epinephrine_184_1_166_3","erythrose_199_0_97_0","f16bp_f26bp_339_0_79_0","fructose_179_0_89_0_3","fumaric_115_0_71_0","g16bp_339_0_79_0_2","gama_aminobutyrate_102_1_85_0","glucoronate_193_0_113_0","glucose_179_0_89_0","glutamic_acid_148_1_84_0","glutamine_147_1_84_0","glutaric_acid_131_0_87_0","glyceraldehyde_89_0_59_0","glycerate_105_0_75_0","glycerol_3_p_171_0_79_0","glycine_76_0_30_2","glycochenodeoxycholate_448_3_74_0","glycocholate_464_3_74_0","guanidinoacetate_116_1_70_0","guanosine_284_1_152_0","histidine_156_1_110_0","homogentisate_167_0_123_0","homovanilate_181_0_137_0","hydroxyproline_aminolevulinate_132_1_86_2","hypoxanthine_135_0_92_0","hyppuric_acid_178_0_134_0","imp_347_0_79_0","inosine_269_1_137_0","kynorenate_188_0_144_0","lactate_89_0_43_0","leucine_iso_leucine_132_1_86_2_2","linoleic_acid_277_1_259_0","linolenic_acid_279_1_261_0","l_kynurenine_209_1_94_0","lysine_147_1_84_0_2","malate_133_0_115_0","maleic_acid_115_0_71_0_2","malonic_acid_3hba_103_0_59_0","margaric_acid_269_1_251_3","methionine_150_1_61_0","methyl_succinate_131_0_113_0","n2_n2_dimethylguanosine_312_1_180_0","n_acetyl_glycine_116_0_74_0","niacinamide_123_0_80_0","oh_phenylpyruvate_179_0_107_0","ornithine_133_1_70_0","orotate_155_0_111_0","oxalic_acid_89_0_61_0","oxaloacetate_131_0_87_0_2","pentothenate_218_1_88_0","pep_166_9_79_0","phenylalanine_166_1_120_2","proline_116_1_70_0","propionate_73_0_55_0","pyridoxal_5_p_246_0_96_9","pyroglutamic_acid_130_0_83_4","pyruvate_87_0_43_0","reduced_glutatione_306_1_143_0","salicylurate_196_1_152_0","serine_106_0_60_0","shikimic_acid_173_0_93_0","sorbitol_183_0_91_0","succinate_methylmalonate_117_0_73_0","taurine_126_0_108_0","threonine_120_1_102_0","trimethylamine_n_oxide_76_1_58_0","tryptophan_205_1_146_0","tyrosine_182_1_136_3","urate_167_0_124_0","uridine_245_0_113_0","valine_118_1_72_0","xanthine_151_0_108_0","xanthosine_283_1_151_0","xanthurenate_204_0_160_0"
558842.754549103,31507.3427482351,188272.30160303,12756.8649010909,82712.5883061969,389636.319063212,88659.0747321075,765982.616438087,1188608.09156187,610838.221766332,19493.5797945403,61940.6375354133,254567.620493057,4605426.50289839,201813.294316295,1625758.72423656,44065.3076807781,253156.789610012,41063.7875128281,16777711.907858,737621.065479207,4411499.35236679,39037311.8732705,97843.2362953982,73387.4172037022,9124209.06293502,861185.983466016,4815498.63632545,3350264.6074584,7106409.19436866,77167.6701559332,28132.1002072749,259393.753449969,34757.5019232333,250123.824365116,1039999.25709056,467623.153796539,843582.594077445,225721.914589202,500043.272327485,201843.297555534,1211763.41540906,188417.636736884,3232600.1627084,706412.483825738,30226.9805876644,225077.787607677,78553565.8268532,5854454.87092948,29314137.2247763,377814.214601015,146581.226832181,496627.028929187,96973.9750150297,285863.885387497,693356.499576268,270198.96816515,28175.0012734365,1,13094041.8852332,954199.932541657,1094675.18312181,932313.740842361,2091793.99481754,1671221.96540659,99164.2581861029,7663.86857564257,53989.9877013505,42296954.3420673,20490241.0556716,71503.6988593783,1063754.53718231,88941.6860571578,5244600.3961693,6235066.55027649,3278689.9674027,23301830.2340535,59898.5064017293,575299.023947039,1400685.86288022,21987.0545992188,153169.106003584,78083.8043023593,62423.4720604246,4195100.96550048,214656.649874695,150511.048934531,327995.35468843,100738.112207766,125219.792211083,18495198.5383778,47610498.8036654,8767.86081039161,121065.682536019,87261.6575547728,177882.818010982,84858.9921394664,31055.0548058199,3926922.89567509,12590448.5304606,122810.019511067,1845184.36280975,1043665.0639419,258897.892969678,9371919.83338102,2445951.38592676,3077274.68693743,45973042.2423032,15664.5862138243,2127389.88952711,1289055.96487718,32277.0395986197,84381.0533053947
567128.840229936,23449.9535664001,672253.467963289,9994.93192159475,114781.687065457,454543.223020569,80289.6727078761,663459.813021133,1715680.10819927,533102.843938081,13275.0474775068,67243.4257247807,270630.753692527,5356139.00803296,98891.1157759928,1911540.44908584,49698.6532382175,241266.688286522,166509.102266337,22818689.2925471,650347.459055001,2178573.53078204,70162997.5385944,187494.793636761,86621.1615796279,7689921.84881086,858700.029257205,10134058.2222831,21209572.8708962,9858450.77588148,1672011.96410385,6873.77673100663,245533.464338743,19874.9465949123,1,1064388.76563348,2129169.53784488,45912.0820813599,239473.166882244,497334.508280419,173710.010888042,1284211.67929227,190816.325892929,2244941.00148383,703832.328191592,38654.7358166278,1066240.21040328,67611734.6217634,2778962.79655658,34052821.6173204,383229.937193873,75560.8568602791,650854.432529117,194768.508256939,437034.208054428,700323.209458255,374059.360152822,42288.2700142974,1,16158033.180108,1168066.34804833,1305243.47952774,12675000.2589697,870628.950956891,1007651.97459021,19571.9416361851,5394.93332906712,65046.6528807428,25036437.8140179,26505049.8472576,67282.4069788393,501701.268526881,58750.1357823159,12749510.4494527,7457994.47926562,2260237.88340956,26976807.8229524,63973.4028939605,572497.763349081,1225132.66692235,11600.7890865513,880762.484543544,97904.2261657229,81728.9190522971,8816182.92081685,110860.667418299,98558.6229954947,482116.373433002,3509351.43027031,149080.226359324,13115318.5101489,42569590.8748427,16728.2515777869,91538.3123363112,68971.9665893714,64219.1763701913,59339.6123257159,28358.5442914967,4430672.63640801,10356533.5596777,70956.9217265675,2898851.64192762,878340.580688057,278879.730744883,9194668.62336639,3774350.05423778,1863870.69615903,62293261.708224,32502.871204637,3089309.63973088,770637.456834644,27734.3961926427,112736.447984944
452920.429520067,31226.6230175858,245434.254013756,12644.0737295232,89636.6579298252,373751.231739614,81073.7291918215,465040.168845457,2497699.83267659,488772.036745366,18675.3488910762,77674.9878431646,204076.226824584,5370373.41507338,128073.672286103,1975915.94149881,42634.6098187026,256105.963138128,110951.030604242,16923603.6027003,655676.837265683,2027315.44551951,38271231.9782155,117586.805495712,104734.675276438,9731450.67672631,725306.347287261,9491432.46073675,6709122.97359358,10690005.6275997,267470.272552417,14039.711158304,254082.454782367,11396.0905650065,55249.8532722249,996200.322454837,1064699.48270552,259406.784727562,220812.637363031,486344.77641232,199325.109252394,1295748.6735291,186779.582611517,2366150.29935121,737680.693193194,35720.5498307185,221187.879675045,65373180.5402517,2874401.23807091,32686154.3575646,550526.917818595,114283.593680745,473399.393184753,184262.008693132,328139.901221169,2366009.94494797,153481.807409436,47591.3997761667,1,16274221.5029036,956701.823393771,963911.10675686,1948969.54992393,1738231.53291098,416193.360991218,88848.669233875,32795.8946085381,71528.0766280588,31068408.0644172,28643413.584227,109591.434200358,1052779.46370706,78686.0258795141,10552501.8700684,5199149.58893718,2432664.43599175,10032280.4092643,66271.6760369717,469583.586144722,1181453.82462639,14990.9908121924,544652.586080893,44588.1149463844,73123.8385198341,4505860.24409919,1770097.51031154,109910.077163973,371786.829686552,208731.355177832,143016.56087049,11002322.4001664,45861802.0716029,10208.3970383522,76060.9850126036,104205.91885706,112545.168460507,80513.9533755718,33157.0003572304,3022613.53329974,14282117.9865343,111467.638053128,2250447.70568293,1144236.97402755,252786.283550578,6293794.13114271,4227407.33578308,2799036.53716099,48581457.0057597,15952.5127629059,3316422.9011128,7513747.77184879,996082.144954681,102935.570319705
357025.738862642,41862.8269411124,218009.772168791,14341.4117254461,80627.3308592556,405091.086405793,92887.6176077847,1415017.74314622,1844018.9393323,518040.424018076,20027.687571025,95105.0941042399,161019.520829041,5522764.91494586,72626.0861859787,1779241.46718313,37335.1895613015,255185.708429714,73954.0382610644,21677072.4848927,768126.835444009,2176591.87554242,39601311.6470914,99745.9716656062,96725.8372060296,5501602.63542289,761171.493550245,9543951.55614802,8037046.65365353,10288075.8340923,128631.316813931,6996.91207796507,241695.7873262,9778.90937254883,1,1091868.40935427,1268802.24511362,24485.2100666415,238949.331230776,502246.259788671,167326.047970109,1288283.07618357,145942.280706416,2360281.83461467,767506.589671468,28071.2688180335,109929.701526881,66363485.4486173,2697837.76844801,31604312.4872883,454944.987194363,68646.3413452269,293140.882280718,222134.931106226,253409.230048425,136290.750689047,52667.4025199834,29502.8171185406,128294.545454669,15881053.0255233,1032893.89220765,1023137.58814658,989849.340818696,2633568.52235714,274143.810105284,45789.9062325465,592521.132003651,62693.4122269454,31219696.6385834,21079827.7892338,42164.9802350499,870204.629417669,47789.2652802271,8289884.29025888,5001550.61443097,2424823.39835814,33399089.5054523,48180.2988262102,735286.645974364,1379982.52255373,10942.0378134216,492884.698304231,46584.155375059,75695.3068591222,2954533.79982088,87133.8229777963,119053.1316792,247504.955895964,433809.858643992,140328.822410324,9998653.93211609,25555762.5970192,6961.25549909818,52834.8082473396,61292.2269393502,94278.0625939716,79108.0627654886,38446.0963148117,3660447.23882481,17762009.1268252,76735.0822485431,2046378.14758851,1532352.71646584,330674.864801986,1860018.26956089,4116886.89396889,2043179.89483275,50156832.4552323,21180.8908340426,2157106.08957674,1826540.89506494,17874.6667322485,96922.6231533881
585747.323113567,25706.2032687069,261551.676106546,10651.0122673933,78902.1115288179,401019.588991568,76920.7582142578,300035.083719384,2663121.05663967,475829.44667455,14450.9697006584,101472.012583324,276208.380403895,5586621.97255759,160918.546412665,1457419.00764806,51238.7716174041,265406.800495872,42848.4363807736,19579012.5248316,865414.397873625,2732672.62206196,31365305.8694692,119401.555216509,113932.012068678,7963790.18856685,637563.469805734,9950451.84564805,18478419.7748591,9147247.37072924,117991.806532018,19973.9989701292,238323.425570375,24265.9411547848,17887.5466436025,1041837.46489279,1302445.851712,29845.1158392284,220394.331320564,484044.698413214,186441.97312077,1326512.52616001,189237.508294418,2208446.32240267,737106.460171485,19880.3288820482,188328.668083805,74228342.5218172,3491093.40941218,26422935.8898281,623192.067906971,140510.669536936,278399.702252852,126376.104223144,279807.113515143,593847.643258575,85830.7849931169,45785.4249710488,10500.3437774656,18992061.3484971,1336503.90245415,1121293.72013978,2171498.76652785,1832654.9869805,76504.2000764784,142846.653469817,43874.942947571,112182.548974161,36540640.2643735,22780938.4954605,49743.1304699102,744636.785554933,144849.386282948,11493401.1551795,6561326.43271499,2282697.14996976,20295598.8818212,45031.9394545841,709478.403764284,1644595.02331404,15666.3051862919,809374.188973703,46729.7301900022,94423.5255263973,3348017.68211453,120653.501071309,145004.931690558,506276.227546677,188567.242000408,131089.733339909,15340089.1981034,39470286.8882355,8958.7443725856,71552.3367439748,44550.6860176131,112591.559017465,76113.382401514,26370.8091860897,4144249.91146029,3397963.63297044,109011.87828091,2713792.35953003,960528.071950629,435172.925321937,9524375.08318243,4099461.81932615,2887513.27532549,64957067.9648981,17825.3267719493,3106805.2572839,1518355.3445266,18177.8637091914,115621.55200857
496706.678160544,27661.0239716376,185850.151159116,8840.93109639658,105281.383054019,382194.229967125,80447.7329688908,211597.027505008,1783186.20507267,363537.980860676,17992.2679705875,66585.8363857112,133796.01167467,6845197.80478063,173694.464030931,1980315.56727922,58641.897499718,258004.353435139,90672.7291537566,17517058.0143919,826506.829015706,1524053.56116054,31460855.7876432,179512.683156611,109286.033528638,8387350.25017913,584272.968694767,13254864.9501678,6608801.56504134,12586039.8438293,194730.611260965,12900.159659302,229847.885067888,14787.5157646907,50804.8753460499,1019020.77499998,1029738.00365343,52944.4121228062,200120.200694246,442065.89350332,199938.92354768,1282517.03830408,211293.972303749,2202472.52081977,682557.769525964,33654.1177730871,162018.870490348,82194565.3678465,2543031.10002561,34315703.4426716,353325.803998801,140649.999732786,402506.790248151,227576.924170972,217672.539226597,331112.227898625,29979.2409060684,40088.9081492625,3015.5331368581,22221678.2319998,1510997.43250884,1006951.11322835,1479996.588425,1823650.31069864,142218.017258312,85243.7120300549,28237.0284651757,53266.0954027473,42387289.3255137,28208993.954683,22562.8335095737,314978.559081454,93933.275101411,11431697.5093161,5005411.57984033,2219934.46654252,3247449.49577501,44196.8607874501,681987.779486408,1507389.3086123,11380.1634770574,312722.415451942,57036.4340614741,95288.5947336149,4688573.06051421,107554.366166428,176514.309863996,255767.737360079,193170.550951746,134053.276636801,10530303.4279819,37783895.4555897,7258.82919307223,85694.9482321256,113692.744774018,207759.03788829,78828.5035081745,27799.9389638328,2724368.50862421,27796910.800697,99761.8408580878,2376484.63636942,1147394.22255463,408891.172715258,9051644.52742505,4833682.13070715,2835943.93701323,70948037.3341306,22215.9483249426,3037852.32986628,1511899.34646134,17660.1488288304,124688.927181137
531463.253205091,48395.263802699,164470.59409952,11053.8579151472,51449.1407528925,418956.424971459,86447.146806914,118082.140453175,1532064.24469933,488953.495022217,18504.2682944149,81217.0716650602,150031.027225285,9555174.59487075,119508.324866501,1942967.41933841,46196.4960899742,248746.697100969,52114.4487352924,15067073.2687864,1052985.68480215,2386694.77150772,34006473.7293882,132916.785840684,88425.542011461,8344279.75490492,764395.922420735,10823738.6415569,10028409.3468144,11370153.3361971,62548.2680677358,10388.435821461,252587.507340237,22137.3838915736,34046.9203392309,1041113.97230152,750045.819082854,39173.3822278274,242710.138178097,469138.978655971,156367.294306685,1209376.04709619,159638.822053405,1958382.88071801,712800.017234797,33872.6844395654,156812.65971691,92730573.721007,4018652.42493019,33924186.2017274,340349.487408287,61350.6859618066,302856.19796719,310539.754633472,369169.295871018,526002.149047755,56157.7915197628,35922.0522948252,7368.9443240797,18291946.2190503,1000440.93187976,850650.671466107,991565.600105124,3765528.26433118,205900.715604104,121081.509892541,59175.456249605,68286.6940605436,51004450.7748989,26701913.3737505,51953.9296673081,315619.216770426,76487.2390243655,8634303.05009302,6550865.49195043,1960507.4526422,2313702.14146407,43192.8276484565,701120.005244995,1879761.65424443,14798.9491170244,446046.347366664,74740.5273317789,88938.6528879461,4709821.39340616,85546.9667675146,187062.003991139,272280.106113426,87156.5579387638,132873.311752407,11059347.9888535,43507611.9106497,7799.21172029584,180474.897729738,70189.0432209237,391579.867306814,87968.5009792295,30071.1544172288,3509272.64773101,71824460.0643421,105247.594563923,1669258.98221711,2001230.68575275,299274.729714002,5154087.32515999,3491618.49915851,2655701.97960321,54818025.9106932,17839.2542160415,2833001.37033695,2059021.43810873,36474.3333003923,83819.3770981112
547712.303743712,26708.9525407287,157669.540589548,11257.895525558,120672.227817498,443004.144939605,88923.4519561118,622030.965350783,2194113.38003979,560836.634794955,18741.9598202593,69041.4273585927,155221.548555614,5990060.47187399,150198.450804992,1853535.65419038,39939.1731943843,234886.283516025,153641.553791405,15805590.9142125,706245.775416745,1342111.3292911,48514496.2536979,142157.876008242,109769.088847358,9103924.85552637,759480.369233111,15288248.399862,5936162.32675477,10792714.3060808,797918.69549533,9912.03739645461,212160.56086598,31649.784338299,92651.9613152828,992103.553670123,1669738.28508907,162484.976406703,219782.405134533,452472.621242339,198641.446818277,1261916.51090331,234893.879544685,1752562.16236769,701074.709718695,30028.6728800556,213210.124546538,80052498.9251072,3239584.27987031,31502288.5940043,457611.121820989,91598.0207710431,537141.325745682,631189.096545012,165503.59157642,240550.004645193,25800.6128494341,48921.3299805249,22667.1379419676,19174215.2382797,1248224.90255637,756150.156330192,958389.352575719,1944391.21131692,788287.098785924,95761.239504134,129387.335946324,69397.0180899054,33835483.4582997,27921456.7882171,39927.8876073702,579629.951124791,145890.678201263,10910757.8813008,5785250.89646492,1737434.5834115,10115051.9744651,66841.4078750357,681407.637139894,1231741.78689186,17511.2497045129,464141.168457476,46477.1250557001,88938.5202922515,5178017.17510743,119222.141042878,122175.521611148,284993.84431746,1114810.54514752,142919.011087926,10563411.8271624,31957132.6926829,11575.5604997841,60314.0309060418,109089.46977784,158843.302496518,78327.6197429837,26398.9499542905,2478615.2347588,82431613.8640091,97587.7612816667,2358659.92404882,1164135.66523895,297664.73127428,17176484.0434862,5281202.88601178,2592530.2634021,59263748.9013374,19277.3686700993,3456647.36266226,1144861.57961262,22766.837689549,154511.244232282
537138,33414,195217.391650015,12058,107860.848221672,387553.360549142,77139,237294.603496158,1665077,610597.022078277,10880,76955.2123829757,212988.106151209,7595443,182095.231307646,1686756.10859141,56633,231150.585707138,108247.097258173,15595325,576109,1149066.63180629,50523962,98112.1179853736,98758,7643972,983167.399390766,11112017.4860948,15508092,7533650,144628,13857.1564865852,267846.124231578,24817,13434,1014663.38101727,840860,241006.12486675,211017.079160414,414936,183378.085254259,843303.121288269,2299965.1663309,2814885.49996942,471043.219662365,23739.6430689168,219037.667616646,88022998.6648657,2479276,30764063,534405.618489588,99273.4450692536,367681.98093334,211007.058453994,164411,2327577.49054311,261577.63874785,35979.4745215184,24219,15345503,937266.307635721,1029220.58694509,1156911,1801187.70579024,625873.06497521,69950.4734760364,57222,90638.9976194684,42713191.5853056,18991498,27880.4704974665,198791.760715077,93283,6419212,4679122.7430352,2619825.99550903,2203598.52804524,69094.4585920363,601946,1008898.02408384,19808,160927.580604845,34548,82748.9048877769,4525303,133658.963541458,166281.78488759,453523.895422803,431194.868155544,118484.643642931,11656208,41201368,12146.8341165915,110326.473051554,74055,373715.144014092,85828.7979797708,24077,2358807,21189652.3020806,114299,1982966.01877552,1105220,181159,8829845,3293700,4113418,42372190.2923472,11944,2283692,1059380.00402001,19284.424376828,84409.7458334487
441152,33832,173752.79153906,10134,67870.6123226468,400261.359628756,86765,227303.223249372,1117691,276654.305761926,18756,79797.140665409,163160.793142983,4568801,98295.5232977585,1434522.7731296,53701,214895.452552346,67875.0331044597,13444938,1050483,1266344.77454767,44993543,119600.272976383,53020,8773398,365046.289750282,8256680.74847797,8255663,7878656,149609,11066.2093518443,235335.170655141,33523,135752,1024683.75402446,551552,117278.371706386,220535.348075351,332568,116807.177417585,868360.748478372,205085.512555564,2241389.74117755,510246.634063654,18125.5641786628,131888.362788861,66640563.9627621,2500514,25895910,459738.395213469,68601.9907715243,246213.569226833,206601.952572253,212986,656003.479290248,44064.904067061,46766.9543670255,5888,19600523,1027392.75075659,902338.50815503,1251505,1552966.16398517,50589.5634130542,101697.343065065,24912,37327.0532995038,35247329.9739066,19962698,36435.2175016194,379060.942608761,79967,7243999,2923336.16535374,2083437.09636544,2932333.68419082,59230.7576023801,473042,1885528.94476689,10857,228892.459842654,50134,79780.057729623,3510365,94529.6833330893,128722.832205668,339925.261661353,117642.017437105,111862.156169274,9301091,35385014,6266.08298363847,52920.9907669758,66102,259234.626100921,85009.4507263421,35828,3050957,6910943.62845235,82432,1980717.04377862,1385903,202839,3266960,4253586,2510410,50256438.3005964,17357,3259688,1354710.04987198,15148.3222482451,91852.3747493685
464832,22408,152536.588530817,10205,73339.903153086,397517.482345121,81141,171312.067186888,1927186,378186.018268365,9272,112085.023247818,370680.176500606,5669920,111488.533677318,1428306.50986414,60637,241258.757144637,118204.035748989,19140767,687329,2709691.62903587,37043973,128137.281682255,76294,10283980,523456.564230844,11294390.9711228,5332201,10189064,175536,15819.1868214512,212185.809431497,39931,35483,970930.737002242,515371,78789.0162427839,217470.13239304,384378,105917.061864565,868025.07097022,207693.009024105,1721968.82752702,515440.491931194,20936.4750231655,236461.112835131,66063134.6083486,3191913,26293387,541307.674751309,104080.663777246,322800.519153927,69707.74940636,201029,1646597.84048651,386899.569754751,39960.0846151565,6895,15723298,1175935.06725385,773076.624153994,2161027,833782.06293831,610441.621243252,52840.3864762915,17103,52867.1094811017,31571798.4969071,22734981,66396.0850478027,341305.932587294,76189,8892259,3870370.81665446,1647744.76342972,1840672.43319706,63351.3255168941,754514,1212889.08087138,14898,140034.088335994,44253,67925.7132245045,5902895,135583.179061567,124167.757654561,405397.513162914,119206.137040558,110435.576446379,14239921,31197986,15072.1717151489,181828.159944903,78450,144685.020684713,77991.4535910615,30681,3068916,54800238.454243,117765,2709127.14021892,753598,289610,11216028,4240207,3603215,56546596.9175452,16924,2747998,872731.382406476,26605.0638282694,94402.3208373871
500734,50884,317828.923068989,10045,88395.6208952382,340128.532074638,78904,3259297.08135257,3723973,1061021.92983528,15460,48777.8737439254,442586.83919956,5077500,157084.224904963,2032428.87549654,56277,212611.05421395,117596.415792358,15397478,697239,1845161.49325184,50524517,87853.7353477286,121771,14989615,1392191.36224032,11798191.3787196,5528186,13443470,94860,13020.5045745796,208113.531351158,23188,112445,956544.918153947,1255456,130202.198072268,215458.030478998,357321,117451.367103357,887003.594640183,296394.323727345,1956460.34235381,510091.387643469,32615.0151835497,170057.892652629,83145856.662459,2117583,33381189,571857.21667196,57159.696649451,400680.419629476,218351.49283173,211528,74532.6499424709,12690.669639132,51006.2665421515,3623,19110023,1235250.46013581,788557.058507665,1502800,2183686.76297174,403624.269704395,54378.9447546709,16735,50718.5128894534,42714338.1266672,20342144,55372.6773392348,1213540.69995114,73574,10088582,5975209.12436984,1734288.36573353,64542939.8151787,76996.404863902,647141,1490291.5372661,15479,321729.446236743,47805,94143.2622182927,3962747,116048.599821749,136337.431713886,650395.762798357,112726.871054776,98577.9920591751,10129204,26860945,11067.2803236556,290568.180484131,165523,248992.896828804,70955.0532168492,37715,3069633,2490985.66897277,104947,2265943.33290471,1856190,286072,1896617,3696669,2984750,64802391.4406377,12268,2468245,1911500.47191915,38878.9013148096,87677.4200907805
456323,33430,171326.317562625,10598,71587.2225428804,391555.787199772,94713,3270350.45075182,1767351,359050.622553827,15233,43093.0464437455,227171.307428872,2974544,87434.8816744784,1441701.77484582,53443,223336.095440619,76739.2887074716,15239481,481090,1572246.73956183,34543072,90048.0300967589,101753,8392071,488885.866891126,4797532.03973045,9793106,9236650,65726,7650.39322835186,244300.857436262,41013,31203,975981.153525589,984829,91404.6000072067,232948.717845439,397550,129847.063358442,886383.008970166,217908.184694201,2223774.11897787,498985.425784527,23159.9349519168,268662.49186114,69522611.3071829,1642962,24336012,394978.785033259,86993.7546772618,331656.95691588,88434.6204675584,115060,156330.399464968,16322.7177665916,35808.4725808722,9691,12155764,1006726.27157195,799479.971009374,637013,2177248.99451152,366891.973102025,83236.8675142479,38087,37545.8293303919,35420728.3894317,21788864,43010.8329479065,637239.644544519,62881,6091074,2863272.60975962,2102400.75646662,39421020.7267894,65198.7864108708,479941,906668.915580603,19016,240531.171033463,21264,72367.196287168,3669970,94854.8873894098,134392.646334089,354728.110819437,236765.646591519,102269.6986039,11551348,20759678,14684.8570342974,105210.984063128,41914,171883.005034728,108804.007132437,22037,2494086,6642181.93815034,51614,1915295.45253209,1267729,143934,21638073,2311151,1589484,46347211.9077343,14521,2687020,979636.58796559,17429.0470287171,63093.2586114547
476949,29397,107076.091770416,10539,84197.1626639483,373058.710052891,77195,142703.015591364,1485272,518019.430806394,4064,79695.7249820665,187094.499584359,8500302,99364.6001212797,2070866.11550801,58238,213019.560150609,67758.6945687826,16464173,675555,1488941.95126145,32513478,75843.1011124708,86313,12352045,699539.051701142,12179206.0986711,6837981,10100428,26359,21833.9861551072,190062.667244938,23863,13792,960335.536392474,308198,51370.7206596417,219300.477823502,313550,121483.816884102,809290.298361613,1918052.89245227,2001411.96656789,492098.153745376,29379.684368542,232985.958109843,73928921.5596094,3625356,36248847,756320.030414791,60850.162383049,305510.886548661,175477.44976567,249018,1073386.77962652,91708.7958390709,38963.9619033847,5489,13464467,972411.121896796,648684.995793377,1138859,1210020.55403631,617730.209775114,121118.755988315,17456,81101.4822007173,41213064.159369,29061608,15398.3643486756,167055.7484798,46598,9137396,5747820.47647148,1770136.97604315,2776031.09606705,40138.9053337449,654151,1283131.75833376,12083,292043.844301163,36955,65580.3511282724,5068239,79493.9777273164,147605.615638106,904403.785895292,53889.06887423,90986.1491839752,10156902,44484159,9592.33113953817,62299.4633779508,115576,288089.848216006,92161.8150167429,23201,2564264,18404110.2479362,87540,1943015.27374576,1222548,200697,6817111,2984961,2474837,48795930.7259592,10252,3005104,2527783.25643342,23269.8829632641,72096.9286085397
411224,25493,136600.497572164,12425,90133.2580943334,358042.276304128,77767,144710.431612615,2435552,369974.415626468,6201,73254.9834767888,208833.760884279,7672638,105206.229145261,2131398.1867936,46498,194985.617248594,26350.3119565101,16005583,768291,2182648.20348428,27205682,133115.696769832,92297,6454328,447991.981148421,10865791.2418483,9271720,11070723,77052,9921.67888510616,198182.602043575,31932,1,1019293.63426463,920446,27888.6758435299,212008.789447933,318838,133176.185621799,921737.121431186,247433.959284391,2055115.40689933,515132.064835785,29819.7399317816,94234.0910887238,77797059.1497367,3515217,35451395,338802.701586972,56695.7689220311,165100.001167618,181022.400350511,294754,95932.7971741954,54501.6186833761,45035.2084910963,11533,18554330,1550161.47592063,771305.283957918,985665,1688024.29956477,65981.8753277328,92002.6552853764,44312,47947.8691077202,36455712.7514443,32002579,25900.2295601914,331514.379805643,99903,10705884,4574606.72119827,1810981.99879521,2248170.05552924,54253.6497477047,839999,1353419.44707483,13653,291350.773371887,49928,80471.7509084619,4447282,85726.9914933578,137841.558359597,311469.153888886,120951.200942164,102249.636951841,20411965,47229810,15724.6555116097,209384.254697072,84105,276414.735770406,82740.8618883529,23781,3005922,11577677.6936715,107309,2682788.90934695,959600,369404,282733,5077395,3001172,65281123.5499359,18224,3512654,1930815.25792539,35408.92097364,114190.439207153
384549,26494,124681.876243709,9693,70050.1283324001,354733.247320204,82401,252088.940651898,1416554,525223.858185853,9231,70646.6867546923,180419.722571597,5930449,77223.6549526395,1225213.87356692,51510,202137.019417726,38828.5280703653,15535421,610100,1893825.94255787,25272818,87152.3389226372,91888,9001802,736396.681859345,6036131.43916804,14133368,7913226,89701,6801.84097527023,216035.571448784,18447,9540,952335.095936649,927146,23107.0891917341,225015.50550105,322775,108108.868606775,897877.936254731,308197.843777744,2092577.35802367,507651.526638987,18168.7491600986,133967.597727458,72147790.8992203,1800869,21562915,455561.703941175,64881.1516938304,221587.788108924,275118.12800805,110826,480254.241576462,28193.1994879234,39440.1361828387,52654,12275382,1000177.32077874,728040.991579031,836189,2260946.52032602,312825.253258718,79815.61732995,182496,30764.1843089271,39507930.9220175,20495111,65478.3883814013,901344.32867519,38511,8169912,4664283.52738424,1928884.1815072,8153552.45766478,52124.7015065569,655279,1091301.57653472,10327,179898.896482968,19732,81672.6064454473,1646182,57375.9606676168,146206.501879569,403546.954152188,96049.5127633573,112585.115168258,10463490,33520874,16780.1000629397,217007.371255039,41908,234841.062077124,89884.0654268839,20273,2642452,28017365.7040795,58403,2015125.16036211,1194036,295256,2254977,3367628,1870383,52101770.8172446,12622,2357760,1927651.88606717,23873.7716252642,82657.5168718208
